Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,PoliceDistrict,CouncilDistrict
63,27,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
147,46,20,160,$532.03,$26.51,NOT A PRINCIPAL RESIDENCE,$69.84,WESTERN,9
63,32,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1843C,33,1,130,$3768.39,$187.75,PRINCIPAL RESIDENCE      ,$1895.52,SOUTHEASTERN,1
148,6,20,160,$487.07,$24.27,NOT A PRINCIPAL RESIDENCE,$571.22,WESTERN,9
1843C,46,1,130,$5461.90,$272.12,PRINCIPAL RESIDENCE      ,$1807.07,SOUTHEASTERN,1
1843C,50,1,130,$5679.19,$282.95,PRINCIPAL RESIDENCE      ,$2814.55,SOUTHEASTERN,1
2362,47,16,70,$1954.25,$97.36,PRINCIPAL RESIDENCE      ,$680.87,WESTERN,9
63,34,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1844,14,1,130,$3770.64,$187.86,PRINCIPAL RESIDENCE      ,$753.63,SOUTHEASTERN,1
149,68,19,30,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$608.62,WESTERN,9
63,37,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4114C,43,9,140,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHEASTERN,14
63,39,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4114G,25,9,160,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHEASTERN,14
4114H,31,9,160,$1126.25,$56.11,NOT A PRINCIPAL RESIDENCE,$668.94,NORTHEASTERN,14
4120,36,9,160,$674.40,$33.60,PRINCIPAL RESIDENCE      ,$361.17,NORTHEASTERN,14
4120,59,9,160,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHEASTERN,14
63,57,16,120,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
63,58,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
95,7,16,80,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
95,9,16,80,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
150,51,19,40,$412.13,$20.53,NOT A PRINCIPAL RESIDENCE,$449.56,WESTERN,9
95,12,16,80,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1844,8,1,130,$6101.81,$304.00,PRINCIPAL RESIDENCE      ,$3083.81,SOUTHEASTERN,1
1844,11,1,130,$3842.57,$191.44,PRINCIPAL RESIDENCE      ,$1036.19,SOUTHEASTERN,1
2364A,37,16,250,$1561.62,$77.80,PRINCIPAL RESIDENCE      ,$1669.14,WESTERN,9
2365,13,16,250,$1617.82,$80.60,PRINCIPAL RESIDENCE      ,$1727.55,WESTERN,9
1844,15,1,130,$6298.90,$313.82,PRINCIPAL RESIDENCE      ,$1753.44,SOUTHEASTERN,1
2380,15,16,240,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
2380,23,16,240,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
2380,25,16,240,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
2377C,32,16,70,$382.16,$19.04,PRINCIPAL RESIDENCE      ,$418.82,WESTERN,9
4052,5,9,140,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$261.43,EASTERN,12
4061,32,9,50,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
4062,28,9,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,$327.42,NORTHERN,14
4062,29,9,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,$327.42,NORTHERN,14
4066,7,9,50,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
4066,12,9,50,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
4070A,57,9,40,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,14
64,3,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4059A,17,9,200,$1987.23,$99.01,PRINCIPAL RESIDENCE      ,$35.95,NORTHERN,14
64,6,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,7,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,9,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,12,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,14,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,15,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,16,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
150,54,19,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
151,6,19,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
64,19,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2377C,27,16,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
2021,27,24,110,$4008.93,$199.73,PRINCIPAL RESIDENCE      ,$81.07,SOUTHERN,11
2021,28,24,110,$4970.33,$247.63,PRINCIPAL RESIDENCE      ,$1048.63,SOUTHERN,11
2021,30,24,110,$3834.35,$191.04,PRINCIPAL RESIDENCE      ,$964.88,SOUTHERN,11
2021,52,24,110,$8151.25,$406.11,PRINCIPAL RESIDENCE      ,$2025.12,SOUTHERN,11
1844,48,1,130,$3532.35,$175.99,PRINCIPAL RESIDENCE      ,$858.76,SOUTHEASTERN,1
64,21,16,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,22,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4070A,72,9,40,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,14
64,24,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4070A,93,9,40,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,14
4070A,103,9,40,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,14
154,7,18,30,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$735.66,WESTERN,9
4070A,104,9,40,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,14
2377C,65,16,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
2443B,15,16,200,$24.73,$1.23,NOT A PRINCIPAL RESIDENCE,$28.96,SOUTHWESTERN,9
2443B,17,16,200,$1254.38,$62.50,NOT A PRINCIPAL RESIDENCE,$1471.20,SOUTHWESTERN,9
1844,57,1,130,$3732.42,$185.96,PRINCIPAL RESIDENCE      ,$1254.68,SOUTHEASTERN,1
64,44,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,45,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,48,16,120,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,49,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,50,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
64,51,16,120,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,49,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1844,33,1,130,$4184.27,$208.47,NOT A PRINCIPAL RESIDENCE,,SOUTHEASTERN,1
1844,37,1,130,$3667.23,$182.71,PRINCIPAL RESIDENCE      ,$1855.32,SOUTHEASTERN,1
1844,38,1,130,$5902.51,$294.08,PRINCIPAL RESIDENCE      ,$2929.17,SOUTHEASTERN,1
1844,39,1,130,$5285.79,$263.35,PRINCIPAL RESIDENCE      ,$2619.47,SOUTHEASTERN,1
1844,44,1,130,$3842.57,$191.44,PRINCIPAL RESIDENCE      ,$859.40,SOUTHEASTERN,1
1844,49,1,130,$4765.02,$237.40,PRINCIPAL RESIDENCE      ,$2382.94,SOUTHEASTERN,1
154,33,18,30,$382.16,$19.04,PRINCIPAL RESIDENCE      ,$418.82,WESTERN,9
4071,6,9,40,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHERN,14
65,6,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4071,25,9,40,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHERN,14
4072,37,9,40,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHERN,14
4429B,3,27,230,$6230.71,$310.43,NOT A PRINCIPAL RESIDENCE,$3666.10,NORTHWESTERN,5
65,10,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,11,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,12,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,13,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,14,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,15,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4429F,16,27,230,$2410.60,$120.10,PRINCIPAL RESIDENCE      ,$1515.44,NORTHWESTERN,5
65,17,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,18,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,19,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,21,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,22,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
154,35,18,30,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$790.98,WESTERN,9
65,28,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,29,16,160,,,PRINCIPAL RESIDENCE      ,,WESTERN,9
2377D,43,16,70,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
1844,60,1,130,$3514.37,$175.09,PRINCIPAL RESIDENCE      ,$872.59,SOUTHEASTERN,1
1844,63,1,130,$3578.07,$178.27,PRINCIPAL RESIDENCE      ,$214.79,SOUTHEASTERN,1
1844,70,1,130,$4600.15,$229.19,PRINCIPAL RESIDENCE      ,$2303.89,SOUTHEASTERN,1
4139A,22,9,170,$112.40,$5.60,PRINCIPAL RESIDENCE      ,$130.55,NORTHEASTERN,14
4139A,24,9,170,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$608.62,NORTHEASTERN,14
4142,3,8,10,$4806.22,$239.46,PRINCIPAL RESIDENCE      ,$94.89,NORTHEASTERN,3
4149H,7,8,240,$2002.97,$99.79,PRINCIPAL RESIDENCE      ,$2156.86,NORTHEASTERN,13
4153,18,27,10,$3527.11,$175.73,NOT A PRINCIPAL RESIDENCE,$4040.78,NORTHEASTERN,13
4156A,8,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
65,36,16,160,$1443.22,$71.90,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,37,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,38,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,39,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,40,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,42,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,43,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
170,26,18,30,$382.16,$19.04,NOT A PRINCIPAL RESIDENCE,$448.18,WESTERN,9
1845,36,2,60,$3407.97,$169.79,NOT A PRINCIPAL RESIDENCE,$3577.78,SOUTHEASTERN,1
1845,8,2,60,$3901.79,$194.40,NOT A PRINCIPAL RESIDENCE,$4177.88,SOUTHEASTERN,1
166,41,19,40,$1877.08,$93.52,PRINCIPAL RESIDENCE      ,$746.72,WESTERN,9
65,49,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,50,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1845,64,2,60,$3132.97,$156.09,PRINCIPAL RESIDENCE      ,$1702.98,SOUTHEASTERN,1
65,61,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1845,28,2,60,$8401.52,$418.58,PRINCIPAL RESIDENCE      ,$4170.17,SOUTHEASTERN,1
1845,9,2,60,$8877.35,$442.29,PRINCIPAL RESIDENCE      ,$864.71,SOUTHEASTERN,1
1845,25,2,60,$7684.41,$382.85,PRINCIPAL RESIDENCE      ,$1761.67,SOUTHEASTERN,1
1845,43,2,60,$5240.83,$261.11,NOT A PRINCIPAL RESIDENCE,$2753.26,SOUTHEASTERN,1
1845,49,2,60,$28984.97,$1444.09,NOT A PRINCIPAL RESIDENCE,$4105.88,SOUTHEASTERN,1
4120,63,9,160,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHEASTERN,14
4123,43,9,160,$1126.25,$56.11,NOT A PRINCIPAL RESIDENCE,$1331.94,NORTHEASTERN,14
4123A,43,9,160,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$802.02,NORTHEASTERN,14
4127,43,9,170,$995.86,$49.62,NOT A PRINCIPAL RESIDENCE,$1148.84,NORTHEASTERN,14
4127,52,9,170,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHEASTERN,14
4129,17,9,170,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,NORTHEASTERN,14
65,71,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,72,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,73,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,74,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
65,75,16,160,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1849,13,1,50,$3791.63,$188.91,PRINCIPAL RESIDENCE      ,$3813.28,SOUTHEASTERN,1
65,77,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1849,31,1,50,$11024.93,$549.28,NOT A PRINCIPAL RESIDENCE,$11574.22,SOUTHEASTERN,1
174,43,20,140,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
174,49,20,140,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$659.12,WESTERN,9
66,1,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1138,108,8,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,EASTERN,12
66,4,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,5,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,6,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1849,21,1,50,$4349.14,$216.68,PRINCIPAL RESIDENCE      ,$2175.78,SOUTHEASTERN,1
1849,23,1,50,$4009.69,$199.77,PRINCIPAL RESIDENCE      ,$2012.88,SOUTHEASTERN,1
4169,1,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
4171,31,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
66,9,16,160,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4171,53,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
66,11,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4171,57,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
66,13,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4171,106,8,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,12
4171,116,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,12
4171,146,8,20,$157.36,$7.84,NOT A PRINCIPAL RESIDENCE,$195.62,EASTERN,12
66,17,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,20,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1851,3,1,50,$20868.93,$1039.73,NOT A PRINCIPAL RESIDENCE,$11177.32,SOUTHEASTERN,1
66,22,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,23,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,24,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,25,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,26,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2386,1,16,240,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,9
66,28,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2386,001C,16,240,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,$316.38,WESTERN,9
1851,002C,1,50,$9587.72,$477.68,PRINCIPAL RESIDENCE      ,$4739.00,SOUTHEASTERN,1
1851,002O,1,50,$9606.45,$478.61,PRINCIPAL RESIDENCE      ,$4629.34,SOUTHEASTERN,1
1851,002R,1,50,$9439.35,$470.29,PRINCIPAL RESIDENCE      ,$4556.68,SOUTHEASTERN,1
1853,7,1,50,$4462.28,$222.32,PRINCIPAL RESIDENCE      ,$2230.12,SOUTHEASTERN,1
1853,10,1,50,$3847.83,$191.71,PRINCIPAL RESIDENCE      ,$980.63,SOUTHEASTERN,1
66,33,16,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4171,163,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,12
66,034A,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,35,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4171,167,8,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,12
4171,169,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,12
66,38,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,39,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,40,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4171,178,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,12
4175,9,8,260,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,12
66,45,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
180,22,19,60,$412.13,$20.53,NOT A PRINCIPAL RESIDENCE,$483.36,WESTERN,9
66,49,16,160,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,50,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2388,15,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$790.98,SOUTHWESTERN,9
66,52,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,53,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,54,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,55,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,56,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,57,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2388,033D,16,230,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$790.98,SOUTHWESTERN,9
1854,17,1,60,$6398.55,$318.79,PRINCIPAL RESIDENCE      ,$3167.19,SOUTHEASTERN,1
3971G,32,27,390,$3396.73,$169.23,PRINCIPAL RESIDENCE      ,$1681.26,NORTHEASTERN,3
2528J,70,16,60,$1865.84,$92.96,PRINCIPAL RESIDENCE      ,$1994.24,SOUTHWESTERN,8
66,58,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,59,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,60,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4175,14,8,260,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,12
66,62,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,63,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,64,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
66,65,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4177,17,8,260,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,13
67,2,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
67,3,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
67,4,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
67,5,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
67,6,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
67,7,16,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4177,30,8,260,$337.20,$16.80,PRINCIPAL RESIDENCE      ,$369.59,EASTERN,13
4178K,67,8,250,$1429.73,$71.23,PRINCIPAL RESIDENCE      ,$1558.70,NORTHEASTERN,13
4179,1,26,350,$2486.29,$123.87,NOT A PRINCIPAL RESIDENCE,$2927.02,NORTHEASTERN,13
4179C,190,26,350,$2008.21,$100.05,PRINCIPAL RESIDENCE      ,$2161.70,NORTHEASTERN,13
66,61,16,160,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,9
4179S,34,26,330,$1855.34,$92.44,PRINCIPAL RESIDENCE      ,$1950.16,NORTHEASTERN,13
67,14,16,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4292,85,27,230,$786.80,$39.20,PRINCIPAL RESIDENCE      ,$851.49,,
1854,74,1,60,$4714.80,$234.90,PRINCIPAL RESIDENCE      ,$2359.72,SOUTHEASTERN,1
1854,84,1,60,$5945.22,$296.20,PRINCIPAL RESIDENCE      ,$2711.90,SOUTHEASTERN,1
1855,10,1,70,$5530.82,$275.56,PRINCIPAL RESIDENCE      ,$2750.54,SOUTHEASTERN,1
70,12,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
70,13,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
70,14,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
70,15,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
70,16,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
497,132,11,120,$2248.00,$112.00,PRINCIPAL RESIDENCE      ,,,
195,47,19,60,$92.17,$4.59,NOT A PRINCIPAL RESIDENCE,$116.32,WESTERN,9
4157,16,8,20,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,EASTERN,12
4157,17,8,20,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,EASTERN,12
4158,6,8,20,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,EASTERN,12
4164A,37,8,20,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,EASTERN,12
71,14,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,17,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,18,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
1855,73,1,70,$5380.97,$268.09,PRINCIPAL RESIDENCE      ,$53.52,SOUTHEASTERN,1
71,21,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,22,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,23,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,24,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2394,41,16,230,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$131.86,WESTERN,9
71,26,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1855,36,1,70,$5296.29,$263.87,PRINCIPAL RESIDENCE      ,$2638.56,SOUTHEASTERN,1
1855,40,1,70,$5975.93,$297.73,PRINCIPAL RESIDENCE      ,$2964.36,SOUTHEASTERN,1
1855,63,1,70,$5814.83,$289.71,PRINCIPAL RESIDENCE      ,$2886.98,SOUTHEASTERN,1
1855,67,1,70,$4831.69,$240.72,PRINCIPAL RESIDENCE      ,$2413.67,SOUTHEASTERN,1
71,28,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,29,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,30,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
71,31,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
71,32,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
71,33,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4164B,36,8,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,12
71,35,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,36,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,37,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4164B,55,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,12
71,39,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,40,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,27,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2400,31,15,60,$809.28,$40.32,PRINCIPAL RESIDENCE      ,$844.67,WESTERN,7
4165,15,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,14
215,38,19,130,$3601.30,$179.42,NOT A PRINCIPAL RESIDENCE,$1078.12,SOUTHERN,9
4165,16,8,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,14
4165,49,8,20,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,EASTERN,14
4165,60,8,20,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.40,EASTERN,14
2400,8,15,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,7
2409A,18,16,190,$935.17,$46.59,NOT A PRINCIPAL RESIDENCE,$1068.41,SOUTHWESTERN,9
72,39,16,40,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
